year,title,doi,eid
2013,Joint interference alignment and IB-DFE scheme for MC-CDMA systems,10.1109/ICSPCS.2013.6723951,2-s2.0-84903851396
2013,MIMO SC-FDE transmission techniques with channel estimation and high-order modulations,,2-s2.0-84877932367
2013,MMSE interference alignment algorithms with low bit rate feedback,,2-s2.0-84887473141
2013,MMSE-based IA schemes for severely time-dispersive channels with limited feedback,10.2316/P.2013.804-010,2-s2.0-84883501502
2013,On multi-antenna systems for wireless transmission mediums,,2-s2.0-84877958464
2013,On the optimum performance of coded OFDM with strongly nonlinear transmitters,10.1109/VTCFall.2013.6692315,2-s2.0-84893259735
2013,On the optimum performance of multicarrier optical signals with nonlinear phase distortion,10.1109/GLOCOM.2013.6831440,2-s2.0-84904094006
2013,On the performance of SC-FDE receivers for base station cooperation systems with rate-limited backhaul links,,2-s2.0-85091790615
2013,On the performance of SC-FDE receivers for base station cooperation systems with rate-limited backhaul links,,2-s2.0-85091790615
2013,On the performance of SC-FDE receivers for Base Station cooperation systems with rate-limited backhaul links,,2-s2.0-84890899560
2013,On the sampling theorem in Hilbert spaces,10.2316/P.2013.798-012,2-s2.0-84876559249
2013,On the use of frequency-domain cross-layer diversity techniques to cope with lost packets,10.1016/j.phycom.2013.02.003,2-s2.0-84882592676
2013,On the use of multiple amplifiers and antennas for efficient directive transmission with large constellations,10.1109/MILCOM.2013.271,2-s2.0-84897699287
2013,On the use of multiple grossly nonlinear amplifiers for highly efficient linear amplification of multilevel constellations,10.1109/VTCFall.2013.6692320,2-s2.0-84893277478
2013,Optimization of a decentralized medium access control scheme for single radio cognitive networks,10.1007/978-3-642-40316-3_23,2-s2.0-84885811125
2013,Optimization of a p-persistent network diversity multiple access protocol for a SC-FDE system,10.1109/TWC.2013.110813.111056,2-s2.0-84891557815
2013,Optimum and sub-optimum receivers for OFDM signals with strong nonlinear distortion effects,10.1109/TCOMM.2013.072913.120344,2-s2.0-84884906440
2013,Optimum asymptotic performance for nonlinearly amplified OFDM signals,10.1109/VTCSpring.2013.6692682,2-s2.0-84893564555
2013,Performance analysis of an hybrid ARQ adaptation of NDMA schemes,10.1109/TCOMM.2013.061913.120269,2-s2.0-84883275670
2013,Performance evaluation of IB-DFE-based strategies for SC-FDMA systems,10.1186/1687-1499-2013-292,2-s2.0-84894174445
2013,Phase estimation for ofdm systems with strong doppler effects,10.2316/P.2013.804-009,2-s2.0-84883531108
2013,Pragmatic frequency domain equalization for single carrier with offset modulations,10.1109/TWC.2013.072513.121624,2-s2.0-84884906527
2013,Predicting channel response for SC-FDE transmission in fast-varying scenarios,,2-s2.0-85091791521
2013,Predicting channel response for SC-FDE transmission in fast-varying scenarios,,2-s2.0-85091791521
2013,Predicting channel response for SC-FDE transmission in fast-varying scenarios,,2-s2.0-84890958027
2013,Quantization for maximal preservation of information,10.2316/P.2013.798-013,2-s2.0-84876513328
2013,Random access NDMA MAC protocols for satellite networks,10.1007/978-3-642-40316-3_38,2-s2.0-84885805732
2013,Receptor no Domínio da Frequência para Modulações SC-FDE com STBC (Frequency Domain Receiver for SC-FDE with STBC),,
2013,Reliability of an IB-DFE in the presence of channel estimation errors,10.1109/VTCSpring.2013.6692734,2-s2.0-84893551126
2013,RSS-based localization in wireless sensor networks using SOCP relaxation,10.1109/SPAWC.2013.6612150,2-s2.0-84885693654
2013,Space-time codebook design for spread systems,10.1007/s11277-012-0663-x,2-s2.0-84879691165
2013,Towards a realistic primary users' behavior in single transceiver cognitive networks,10.1109/LCOMM.2012.121912.122175,2-s2.0-84875001420
2013,Type II hybrid-ARQ for DS-CDMA: A discrete time Markov chain wireless MAC model,10.1007/978-3-642-40316-3_16,2-s2.0-84885774658
2012,SC-FDE for Offset Modulations: An Efficient Transmission Technique for Broadband Wireless Systems,10.1109/TCOMM.2012.051712.100072,
2012,A pragmatic design of frequency-domain equalizers for offset modulations,10.1109/VTCFall.2012.6398933,2-s2.0-84878899093
2012,A spectrally efficient transmission scheme for signals with large bandwidth,10.1109/VETECS.2012.6240071,2-s2.0-84865044328
2012,"Analytical BER and PER performance of frequency-domain diversity combining, multipacket detection and hybrid schemes",10.1109/TCOMM.2012.061212.110440,2-s2.0-84885745699
2012,Analytical computation of the correlation of spreading sequences for nonlinear OQPSK-type modulations,10.1002/ett.2524,2-s2.0-84872320905
2012,Analytical performance evaluation of a class of receivers with joint equalisation and residual carrier frequency offset estimation,10.1002/ett.2537,2-s2.0-84872349705
2012,Analytical performance evaluation of a class of receivers with joint equalisation and residual carrier frequency offset estimation,10.1002/ett.2537,2-s2.0-84872349705
2012,Analytical performance evaluation of Base Station cooperation systems using SC-FDE modulations with iterative receivers,10.1109/GLOCOMW.2012.6477648,2-s2.0-84875670189
2012,Approaching the matched filter bound with block transmission techniques,10.1002/ett.1513,2-s2.0-84858288882
2012,Approaching the matched filter bound with block transmission techniques,10.1002/ett.1513,2-s2.0-84858288882
2012,Approaching the maximum likelihood performance with nonlinearly distorted OFDM signals,10.1109/VETECS.2012.6240073,2-s2.0-84864987805
2012,Convex optimization-based beamforming in cognitive radio multicast transmission,10.1109/VTCFall.2012.6399378,2-s2.0-84878951806
2012,Designing good multi-dimensional constellations,10.1109/WCL.2012.032312.120203,2-s2.0-84862976644
2012,Distributed power allocation schemes for precoded multicell MISO-OFDM systems,10.1109/VTCFall.2012.6399021,2-s2.0-84878941921
2012,Efficient detection and quantization requirements for the uplink of base station cooperation systems,10.1109/VTCFall.2012.6399089,2-s2.0-84878914442
2012,Efficient receivers for SC-FDE with offset modulations,10.1109/MILCOM.2012.6415711,2-s2.0-84874299093
2012,Energy sensing parameterization criteria for cognitive radios,10.1109/ISWCS.2012.6328330,2-s2.0-84871272643
2012,Energy-efficient QoS provisioning in demand assigned satellite NDMA schemes,10.1109/ICCCN.2012.6289182,2-s2.0-84867792100
2012,Frequency-domain receiver design for fast varying channels,10.1109/MILCOM.2012.6415753,2-s2.0-84874325527
2012,Impact of nonlinear devices in software radio signals,10.1109/VETECS.2012.6239986,2-s2.0-84865010586
2012,Interference distribution of a CDMA cognitive radio ad hoc network,10.1007/978-3-642-28255-3_54,2-s2.0-84862901474
2012,Iterative frequency domain equalization for single carrier signals with magnitude modulation techniques,10.1109/VTCFall.2012.6398976,2-s2.0-84878932030
2012,Iterative frequency-domain receivers for the uplink of cellular systems with base station cooperation,10.1109/ICCCN.2012.6289185,2-s2.0-84867766683
2012,Joint equalization and phase noise tracking for doubly selective channels,10.1109/ICCCN.2012.6289191,2-s2.0-84867754305
2012,Loading techniques for OFDM systems with nonlinear distortion effects,10.1002/ett.1515,2-s2.0-84863321517
2012,Loading techniques for OFDM systems with nonlinear distortion effects,10.1002/ett.1515,2-s2.0-84863321517
2012,ML-based receivers for underwater networks using OFDM signals with strong nonlinear distortion effects,10.1109/MILCOM.2012.6415761,2-s2.0-84874291592
2012,Método para Resolução Eficiente de Colisões de Pacotes em Sistemas OFDM de Alto Débito (A Method to Solve Collisions in Broadband OFDM Systems),,
2012,On the accuracy of the Gaussian approximation for the evaluation of nonlinear effects in OFDM signals,10.1109/TCOMM.2011.102011.110151,2-s2.0-84857368202
2012,On the multi-resolution techniques for LTE-Advanced,10.1007/s11277-011-0366-8,2-s2.0-84867335938
2012,Optimum and sub-optimum receivers for OFDM signals with iterative clipping and filtering,10.1109/VTCFall.2012.6399005,2-s2.0-84878938961
2012,Performance bound for generalised multilevel-quadrature amplitude modulations constellations in multipath Rayleigh fading channels with imperfect channel estimation,10.1049/iet-com.2011.0905,2-s2.0-84866488415
2012,Performance bound for generalised multilevel-quadrature amplitude modulations constellations in multipath Rayleigh fading channels with imperfect channel estimation,10.1049/iet-com.2011.0905,2-s2.0-84866488415
2012,Performance evaluation and comparison between iterative DS-CDMA and NDMA,10.1109/VTCFall.2012.6398934,2-s2.0-84878941197
2012,Phase drift estimation and symbol detection in digital communications: A stochastic recursive filtering approach,10.1109/LCOMM.2012.042312.120314,2-s2.0-84862515114
2012,Phase drift estimation and symbol detection in digital communications: A stochastic recursive filtering approach,10.1109/LCOMM.2012.042312.120314,2-s2.0-84862515114
2012,Receptor FDE para Modulações OQPSK (FDE Receiver for OQPSK Modulations),,
2012,Robust FDE receiver for UWB systems with strong narrow-band interference,10.1109/WiCOM.2012.6478665,2-s2.0-84876016673
2012,SC-FDE for offset modulations: An efficient transmission technique for broadband wireless systems,10.1109//TCOMM.2012.051712.100072,2-s2.0-84864117434
2012,SC-FDE for offset modulations: An efficient transmission technique for broadband wireless systems,10.1109//TCOMM.2012.051712.100072,2-s2.0-84864117434
2012,Single-carrier frequency domain equalisation with hierarchical constellations: An efficient transmission technique for broadcast and multicast systems,10.1049/iet-com.2011.0674,2-s2.0-84868345949
2012,Single-carrier frequency domain equalisation with hierarchical constellations: An efficient transmission technique for broadcast and multicast systems,10.1049/iet-com.2011.0674,2-s2.0-84868345949
2012,The impact of transmission errors in MAC schemes for distributed wireless networks,10.1109/SARNOF.2012.6222752,2-s2.0-84864242960
2012,Towards reliable broadcast in ad hoc networks,10.1109/LCOMM.2012.010512.111998,2-s2.0-84858336520
2012,Training sequence design for channel estimation with nonlinear OQPSK-type modulations,10.1109/VTCFall.2012.6399051,2-s2.0-84878903702
2012,Transmission techniques for 4G systems,10.1201/b13089,2-s2.0-85039434855
2012,Transmission techniques for 4G systems,10.1201/b13089,2-s2.0-85039434855
2011,On the Correlation of Spreading Sequences Combined with Nonlinear OQPSK Signals,10.2316/P.2011.721-101,2-s2.0-79958084626
2011,On the Use of TCH Codes in Ultrawide Band Systems,10.2316/P.2011.721-064,2-s2.0-79958173812
2011,Performance Analysis of XOR-Based Routing Protocols in Vehicular ad hoc Networks,,
2011,A reliable broadcast and unicast MAC protocol for ad hoc networks,10.1109/VETECS.2011.5956188,2-s2.0-80051955664
2011,Analytical correlation of spreading sequences for nonlinear OQPSK-type modulations,10.1109/VETECS.2011.5956206,2-s2.0-80051984495
2011,Analytical evaluation of iterative packet combining and multipacket detection schemes for SC-FDE,10.1109/VETECF.2011.6092818,2-s2.0-83755172653
2011,Analytical performance evaluation of SC-FDE modulations with packet combining and multipacket detection schemes,10.1109/VETECS.2011.5956221,2-s2.0-80051996564
2011,Approaching the matched filter bound with coded OFDM and SC-FDE schemes,10.1109/MILCOM.2011.6127738,2-s2.0-84856960108
2011,Bayesian approach for the estimation of phase noise in SC-FDE schemes,10.1109/GLOCOM.2011.6133683,2-s2.0-84857224841
2011,Correlation of spreading sequences combined with nonlinear OQPSK signals,10.1109/EUROCON.2011.5929244,2-s2.0-79960632180
2011,Detection of colliding users in OFDM based Random Access Networks,10.1109/EUROCON.2011.5929197,2-s2.0-79960627468
2011,Efficient channel estimation for OFDM and SC-FDE schemes,10.1109/ICCCN.2011.6006025,2-s2.0-80053020257
2011,Efficient channel estimation for single frequency broadcast systems,10.1109/VETECF.2011.6092974,2-s2.0-83755172144
2011,Energy efficient NDMA multi-packet detection with multiple power levels,10.1007/978-3-642-19170-1_64,2-s2.0-79952219533
2011,Frequency-domain multiuser detection for highly overloaded DS-CDMA systems,10.1109/VETECF.2011.6093049,2-s2.0-83755181775
2011,Iterative frequency-domain detection and channel estimation for space-time block codes,10.1002/ett.1484,2-s2.0-81955161157
2011,Joint detection and CFO estimation for QAM constellations,10.1109/VETECS.2011.5956202,2-s2.0-80051979130
2011,Maximizing throughput-fairness tradeoff in MAC for ad hoc networks,10.1109/WCNC.2011.5779189,2-s2.0-79959311319
2011,On the design of frequency-domain receivers for SFN where the transmitters have different CFO,10.1109/MILCOM.2011.6127731,2-s2.0-84856952309
2011,On the design of frequency-domain receivers for SFN where the transmitters have different CFO,10.1109/MILCOM.2011.6127731,2-s2.0-84856952309
2011,On the use of multiple grossly nonlinear amplifiers for an efficient amplification of OQAM signals with FDE receivers,10.1109/VETECF.2011.6092820,2-s2.0-83755163639
2011,Performance of Hybrid ARQ for NDMA access schemes with uniform average power control,10.4304/jcm.6.9.691-699,2-s2.0-84255191657
2011,Performance of hybrid ARQ for network diversity multiple access schemes,10.1109/ICCCN.2011.6006031,2-s2.0-80053040398
2011,Power efficient coded 16-OQAM schemes over nonlinear transmitters,10.1109/SARNOF.2011.5876451,2-s2.0-79959985251
2011,Receiver design for single-frequency networks with fast-varying channels,10.1109/VETECF.2011.6092984,2-s2.0-83755163098
2011,Rotation matrices for OFDM transmission,10.1109/EUROCON.2011.5929203,2-s2.0-79960624704
2011,Towards the use of XOR-based routing protocols in vehicular ad hoc networks,10.1109/VETECS.2011.5956193,2-s2.0-80052014067
2010,State-Space estimation for OFDM and SC-FDE Schemes with Strongly Varying Carrier Frequency Offset,,
2010,High Throughput in OFDM Based Random Access Wireless Networks,,
2010,Single Carrier Modulation With Nonlinear Frequency Domain Equalization: An Idea Whose Time Has Come—Again,10.1109/JPROC.2009.2035164,
2010,Transmission Techniques for Emergent Multicast and Broadcast Systems,10.1201/EBK1439815939,
2010,A MAC protocol for mobile wireless sensor networks with bursty traffic,10.1109/WCNC.2010.5506145,2-s2.0-77955041031
2010,A model of an iterative estimator of the carrier frequency offset,,2-s2.0-77954600465
2010,A robust design of TC-OQAM schemes with nonlinear transmitters,10.1109/MILCOM.2010.5680344,2-s2.0-79951620279
2010,A robust design of TC-OQAM schemes with nonlinear transmitters,10.1109/MILCOM.2010.5680344,2-s2.0-79951620279
2010,A simple design of structured space-time block codes for communication in spread systems,10.1109/SARNOF.2010.5469750,2-s2.0-77953902872
2010,An analytical approach for performance evaluation of a class of receivers with joint equalization and carrier frequency synchronization,10.1109/SPAWC.2010.5671067,2-s2.0-78751487417
2010,Analytical evaluation of nonlinear effects on OFDMA signals,10.1109/TWC.2010.081810.091662,2-s2.0-78449286973
2010,Analytical matched filter bound for M-QAM hierarchical constellations with diversity reception in multipath rayleigh fading channels,10.1109/TCOMM.2010.03.080480,2-s2.0-77949413081
2010,Analytical performance evaluation of a class of receivers with joint equalization and carrier frequency synchronization,10.1109/SARNOF.2010.5469760,2-s2.0-77953882803
2010,Delay analysis for TDMA schemes with packet recombining,10.1007/978-3-642-11628-5_28,2-s2.0-77649264950
2010,Delay optimization on a p-persistent MAC protocol for a multi-packet detection in SC-FDE system,10.1109/WCNC.2010.5506101,2-s2.0-77955034593
2010,Energy per useful packet optimization on a TDMA HAP channel,10.1109/VETECF.2010.5594540,2-s2.0-78649419754
2010,Energy per useful packet optimization on a TDMA WSN channel,10.1109/ICCCN.2010.5560155,2-s2.0-77958465133
2010,Iterative frequency domain equalization and carrier synchronization for multi-resolution constellations,10.1109/TBC.2010.2073251,2-s2.0-78649935619
2010,Iterative frequency-domain equalization for general constellations,10.1109/SARNOF.2010.5469792,2-s2.0-77953892888
2010,Iterative frequency-domain equalization for general constellations,10.1109/SARNOF.2010.5469792,2-s2.0-77953892888
2010,Iterative multipacket detection for high throughput transmissions in OFDM systems,10.1109/TCOMM.2010.02.080247,2-s2.0-76949083931
2010,Joint detection and channel estimation for block transmission schemes,10.1109/MILCOM.2010.5680240,2-s2.0-79951590424
2010,Joint detection and channel estimation for block transmission schemes,10.1109/MILCOM.2010.5680240,2-s2.0-79951590424
2010,On the accuracy of the Gaussian approximation for the evaluation of nonlinear effects in OFDM signals,10.1109/VETECF.2010.5594204,2-s2.0-78649403962
2010,On the design of frequency-domain equalizers for OQPSK modulations,10.1109/SARNOF.2010.5469761,2-s2.0-77953877631
2010,On the design of frequency-domain equalizers for OQPSK modulations,10.1109/SARNOF.2010.5469761,2-s2.0-77953877631
2010,On the design of iterative FDE receivers for OQAM modulations,10.1109/GLOCOMW.2010.5700153,2-s2.0-79951930595
2010,On the design of linear receivers for SC-FDE schemes employing OQPSK modulation,10.1109/VETECF.2010.5594203,2-s2.0-78649394659
2010,On the design of linear receivers for SC-FDE schemes employing OQPSK modulation,10.1109/VETECF.2010.5594203,2-s2.0-78649394659
2010,On the design of turbo equalizers for SC-FDE schemes with different error protections,10.1109/VETECF.2010.5594185,2-s2.0-78649426646
2010,On the impact of multipath propagation and diversity in performance of iterative block decision feedback equalizers,10.1109/WIMOB.2010.5644997,2-s2.0-78650724762
2010,On the use of TCH sequences for synchronization and channel estimation in MIMO systems,10.1109/ICSPCS.2010.5709738,2-s2.0-79952499440
2010,Performance comparison of diversity combining ARQ error control schemes with multi-packet detection schemes,10.1109/ICCCN.2010.5560156,2-s2.0-77958464774
2010,Performance of packet combining ARQ error control in a TDMA SC-FDE system,10.1109/WCNC.2010.5506409,2-s2.0-77955014493
2010,Should we avoid nonlinear effects in a digital transmission system?,10.1109/WCNC.2010.5506441,2-s2.0-77955026861
2010,Single carrier modulation with nonlinear frequency domain equalization: An idea whose time has come-again,10.1109/JPROC.2009.2031562,2-s2.0-72949106463
2010,Space-time block code design for communication in spread systems,10.1109/SPAWC.2010.5671079,2-s2.0-78751522935
2010,Space-time block code design for communication in spread systems,10.1109/SPAWC.2010.5671079,2-s2.0-78751522935
2010,The impact of node's mobility on link-detection based on routing hello messages,10.1109/WCNC.2010.5506529,2-s2.0-77955033527
2010,Transmission systems: Joint turbo equalisation and carrier synchronisation for SC-FDE schemes,10.1002/ett.1377,2-s2.0-77649197154
2009,A comparison of frequency-domain block MIMO transmission systems,10.1109/TVT.2008.923655,2-s2.0-59649085580
2009,A MAC protocol for half-duplex multi-packet detection in SC-FDE systems,10.1109/VETECS.2009.5073306,2-s2.0-70349694733
2009,Analytical characterization of nonlinearly distorted TC-OQAM signals,10.1109/ICSPCS.2009.5306370,2-s2.0-70649100248
2009,Efficient detection technique for multiple packet collisions in OFDM systems,10.1109/VETECF.2009.5378817,2-s2.0-77951434137
2009,Frequency-domain multipacket detection: A high throughput technique for SC-FDE sstems,10.1109/TWC.2009.081275,2-s2.0-77955039205
2009,Frequency-domain multipacket detection,10.1109/TWC.2009.081275,2-s2.0-77955039205
2009,Frequency-domain parallel multiuser detection for quasi-constant envelope OQPSK schemes with high spectral efficiency,10.1109/ICSPCS.2009.5306422,2-s2.0-70649090414
2009,Iterative detection of multicode DS-CDMA signals with strong nonlinear distortion effects,10.1109/TVT.2009.2020907,2-s2.0-70350217241
2009,Iterative detection of multicode DS-CDMA signals with strongly nonlinear transmitters,10.1109/ICCCN.2009.5235357,2-s2.0-70449083384
2009,Iterative frequency-domain receivers for STBC schemes,10.1109/VETECF.2009.5378684,2-s2.0-77951438799
2009,Joint detection and channel estimation for MIMO systems with SC-FDE modulations,,2-s2.0-74549184410
2009,Joint detection and channel estimation for SC-FDE with STBC,10.1109/APCC.2009.5375667,2-s2.0-77949472782
2009,Joint turbo equalization and multiuser detection of MC-CDMA signals with low envelope fluctuations,10.1109/TVT.2008.2010051,2-s2.0-66449132577
2009,Loading techniques for OFDM systems with nonlinear distortion effects,10.1109/ISWCS.2009.5285284,2-s2.0-71449114175
2009,MAC optimization for half-duplex multi-packet detection in SC-FDE saturated systems,,2-s2.0-74549212492
2009,Matched filter bound for M-QAM hierarchical constellations with diversity reception in multipath Rayleigh fading channels,10.1109/VETECF.2009.5378767,2-s2.0-77951433399
2009,Multiresolution with hierarchical modulations for Long Term Evolution of UMTS,10.1155/2009/240140,2-s2.0-67650895079
2009,"On the use of TCH sequences for synchronization, channel and noise estimation",10.1109/ICSPCS.2009.5306425,2-s2.0-70649114752
2009,On transmission techniques for multi-antenna W-CDMA systems,10.1002/ett.1252,2-s2.0-58449093432
2009,Optimum bit-mapping of TCH codes,10.1109/IWSSC.2009.5286417,2-s2.0-71249158868
2009,Performance bound for generalized M-QAM constellations in time-discrete multipath rayleigh fading channels with channel estimation errors,10.1109/ICCCN.2009.5235362,2-s2.0-70449127803
2009,SC-FDE with OQPSK-type schemes: An efficient transmission technique for broadband wireless systems,10.1109/ICCCN.2009.5235331,2-s2.0-70449135414
2009,SC-FDE with soft packet combining ARQ techniques for interference-limited UWB systems,10.1109/ICSPCS.2009.5306412,2-s2.0-70649097545
2009,Transmission systems a spectrally efficient frequency diversity technique for single-carrier modulations with frequency division multiplexing,10.1002/ett.1361,2-s2.0-68149139382
2009,Turbo equalization with cancelation of nonlinear distortion for CP-assisted and zero-padded MC-CDM schemes,10.1109/TCOMM.2009.08.070485,2-s2.0-69549084849
2009,UWB digital carrier user codes for narrow band interference cancelation,10.1109/ICSPCS.2009.5306437,2-s2.0-70649108043
2008,A Turbo SDMA Receiver for Strongly Nonlinearly Distorted MC-CDMA Signals,,
2008,A high throughput technique for OFDM systems,,2-s2.0-51649128784
2008,A load-adaptive timeout for beaeoning-based link protocols in ad hoc networks,10.1109/EW.2008.4623859,2-s2.0-57849090495
2008,A load-adaptive timeout for beaeoning-based link protocols in ad hoc networks,10.1109/EW.2008.4623859,2-s2.0-57849090495
2008,A turbo SDMA receiver for strongly nonlinearly distorted MC-CDMA signals,10.1109/CJECE.2008.4621793,2-s2.0-51649111661
2008,Analytical evaluation of nonlinear distortion effects on OFDMA signals used in the downlink transmission,10.1109/ISWCS.2008.4726012,2-s2.0-62449266323
2008,Analytical evaluation of nonlinear distortion effects on OFDMA uplink signals,10.1109/VETECS.2008.202,2-s2.0-47749111010
2008,Effective power control in uwb systems using spreading code's spatial resolution properties,10.1109/ISWCS.2008.4726084,2-s2.0-62449186329
2008,Efficient channel estimation for iterative MIMO SC-FDE systems,10.1109/VETECF.2008.183,2-s2.0-58149112092
2008,Interference suppression consisting of pre-distortion filtering and selective transmit diversity,10.1007/s11277-008-9456-7,2-s2.0-50249125335
2008,Joint Frequency-Domain Equalization and channel estimation using superimposed pilots,,2-s2.0-51649122693
2008,Multiresolution MBMS transmissions for MIMO UTRA LTE systems,10.1109/ISBMSB.2008.4536642,2-s2.0-50649084553
2008,Nonlinear signal processing schemes for OFDM modulations within conventional or LINC transmitter structures,10.1002/ett.1272,2-s2.0-42549125132
2008,Performance evaluation of decision-directed carrier synchronization for SC-FDE schemes,10.1109/ISWCS.2008.4726029,2-s2.0-62449320251
2008,Soft combining ARQ techniques for wireless systems employing SC-FDE schemes,10.1109/ICCCN.2008.ECP.49,2-s2.0-57849167926
2008,Transmitter/receiver method for supporting hierarchical modulations in MBMS transmissions,10.1007/s11277-007-9371-3,2-s2.0-43049129262
2007,A reduced-CP approach to SC/FDE block transmission for broadband wireless communications,10.1109/TCOMM.2007.892463,2-s2.0-34247198265
2007,A turbo FDE technique for reduced-CP SC-based block transmission systems,10.1109/TCOMM.2006.887482,2-s2.0-33847625828
2007,A turbo SDMA receiver for strongly nonlinearly distorted MC-CDMA signals,10.1109/PACRIM.2007.4313203,2-s2.0-47349124912
2007,An efficient detection technique for SC-FDE systems with multiple packet collisions,10.1109/ICCCN.2007.4317852,2-s2.0-40949154883
2007,An FFT-based acquisition scheme for DS-CDMA systems,10.1109/ISCIT.2007.4392144,2-s2.0-46749089096
2007,Analytical evaluation and optimization of the analog-to-digital converter in software radio architectures,10.1109/TVT.2007.897198,2-s2.0-34547914420
2007,Detecção Iteractiva e Estimação de Canal para Sistemas WCDMA que Utilizam Constelações QAM Hierarquicas (Iterative Detection and Channel Estimation for WCDMA Systems Employing Hierarquial QAM Constellations),,
2007,Efficient channel estimation for OFDM modulations with transmit diversity,,2-s2.0-38349097618
2007,Efficient channel estimation for OFDM systems with hierarchical constellations,10.1109/ISCIT.2007.4392161,2-s2.0-46749116878
2007,Employing the block fourier algorithm for solving the LMMSE receiver equation under variable channel conditions,10.1109/VETECS.2007.445,2-s2.0-34547368838
2007,Equalization based receivers for wideband MIMO/BLAST systems,10.1007/s11277-006-9191-x,2-s2.0-33846640444
2007,Frame synchronization using frequency domain processing for spread-spectrum systems,,2-s2.0-38349097620
2007,Frequency-domain detection of OQPSK signals with quasi-constant envelope and high spectral efficiency,10.1145/1280940.1281030,2-s2.0-36849074674
2007,Frequency-domain multipacket detection: A high throughput technique for SC-FDE systems,10.1109/GLOCOM.2007.877,2-s2.0-39349095108
2007,Frequency-domain multipacket detection: A high throughput technique for SC-FDE systems,10.1109/GLOCOM.2007.877,2-s2.0-39349095108
2007,IB-DFE receivers with space diversity for CP-assisted DS-CDMA and MC-CDMA systems,10.1002/ett.1238,2-s2.0-36148957912
2007,Impact of imperfect channel estimation on the performance of M-QAM hierarchical constellations with diversity,10.1109/ICCCN.2007.4317853,2-s2.0-40949149183
2007,Interleaving techniques for W-CDMA linear equalization receivers,10.1109/ICCCN.2007.4317827,2-s2.0-40949122308
2007,Iterative decoding and channel estimation of MIMO-OFDM transmissions with hierarchical constellations and implicit pilots,10.1109/ICSPC.2007.4728347,2-s2.0-60349128547
2007,Iterative frequency domain equalization for DQPSK signals,10.1109/ISCIT.2007.4392127,2-s2.0-46749112352
2007,Iterative MMSE Detection for MIMO/BLAST DS-CDMA Systems in Frequency Selective Fading Channels - Achieving High Performance in Fully Loaded Systems,10.1007/978-3-540-75993-5_15,2-s2.0-84904913613
2007,Joint detection and channel estimation for OFDM signals with implicit pilots,10.1109/ISTMWC.2007.4299038,2-s2.0-50249114560
2007,On the BER performance of hierarchical M-QAM constellations with diversity and imperfect channel estimation,10.1109/TCOMM.2007.906367,2-s2.0-36248974203
2007,On the use of implicit pilots for channel estimation with OFDM modulations,10.1109/VETECF.2007.233,2-s2.0-47649115608
2007,Performance evaluation of quantization effects on multicarrier modulated signals,10.1109/TVT.2007.900501,2-s2.0-35148848566
2007,State-space estimation for OFDM and SC-FDE schemes with strongly varying carrier frequency offset,10.1109/ISCIT.2007.4392243,2-s2.0-46749103774
2007,Supporting M-QAM hierarchical constellations in HSDPA for MBMS transmissions,10.1109/ISTMWC.2007.4299056,2-s2.0-50249118207
2007,Turbo detection for the uplink of CP-assisted DS-CDMA systems,10.1109/PACRIM.2007.4313204,2-s2.0-47349110711
2007,Turbo equalization with cancelation of nonlinear distortion effects for CP-assisted and zero-padded MC-CDMA signals,10.1109/VETECF.2007.255,2-s2.0-47649093859
2007,Turbo multi-packet detection: An efficient technique to deal with collisions,10.1109/PACRIM.2007.4313205,2-s2.0-47349097875
2007,Turbo multiuser detection for MC-CDMA signals with strongly nonlinear transmitters,10.1109/ISCIT.2007.4392194,2-s2.0-46749097259
2006,A class of iterative FDE techniques for reduced-CP SC-based block transmission,,2-s2.0-34547282493
2006,A frequency-domain receiver for asynchronous systems employing CP-assisted DS-CDMA schemes,,2-s2.0-56549091995
2006,An iterative detection technique for DS-CDMA signals with strong nonlinear distortion effects,10.1109/VTCF.2006.352,2-s2.0-34548813101
2006,An iterative receiver for WCDMA systems with MIMO transmissions and hierarchical constellations,10.1109/ISSSTA.2006.311769,2-s2.0-46149086807
2006,Analytical evaluation of nonlinear effects in MC-CDMA signals,10.1109/TWC.2006.1687743,2-s2.0-33748588431
2006,Channel estimation for SC-FDE systems using frequency domain multiplexed pilots,10.1109/VTCF.2006.301,2-s2.0-34548845345
2006,Efficient detection of zero-padded OFDM signals with large blocks,,2-s2.0-56549121125
2006,Frequency-domain multiuser detection for CP-assisted DS-CDMA signals,,2-s2.0-34047185806
2006,Iterative partial-cancelling MMSE algorithms for W-CDMA MIMO-BLAST systems,10.1109/VTCF.2006.197,2-s2.0-34548822726
2006,Joint multiuser detection and cancelation of nonlinear distortion effects for the uplink of MC-CDMA systems,10.1109/PIMRC.2006.254328,2-s2.0-44949090352
2006,Joint turbo equalization and cancelation of nonlinear distortion effects in MC-CDMA signals,,2-s2.0-56449131687
2006,Mmse-based receiver behaviour in handover situations: Study of intercell interference,,2-s2.0-77954112678
2006,Multiuser detection for the uplink of prefix-assisted DS-CDMA systems employing multiple transmit and receive antennas,10.1109/VTCF.2006.193,2-s2.0-34548833599
2006,On SC/FDE block transmission with reduced cyclic prefix assistance,10.1109/ICC.2006.255468,2-s2.0-42549157969
2006,Optimized Gauss and Cholesky algorithms for using the LMMSE decoder in MIMO/BLAST systems with frequency-selective channels: Reduced-complexity equalization,,2-s2.0-77954092415
